"","X","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","PRICE.SQUARE.FEET","BOROUGHNAME","location","ID","lon","lat"
"2347","17922","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6568","58","NA","A9","1473 EAST 5TH   STREET"," ","11230","1","0","1","2365","3944","1930","1","A9","1550000","2016-09-01","393.002028397566","Brooklyn","1473 EAST 5TH   STREET, Brooklyn, 11230 - New York","4025","-73.9700919","40.6148503"
"2348","17923","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6569","32","NA","A9","1438 EAST 7TH   STREET"," ","11230","1","0","1","2200","3224","1925","1","A9","995000","2016-09-29","308.622828784119","Brooklyn","1438 EAST 7TH   STREET, Brooklyn, 11230 - New York","4026","-73.9674827","40.6158285"
"2349","17932","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6585","37","NA","A9","1554 EAST 4TH STREET"," ","11230","1","0","1","2500","1472","1930","1","A9","1250000","2016-09-22","849.184782608696","Brooklyn","1554 EAST 4TH STREET, Brooklyn, 11230 - New York","4028","-73.9706397","40.6126575"
"2350","17935","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6586","66","NA","A9","1551 EAST 4TH   STREET"," ","11230","1","0","1","2600","1472","1920","1","A9","900000","2016-09-15","611.413043478261","Brooklyn","1551 EAST 4TH   STREET, Brooklyn, 11230 - New York","4029","-73.9706575","40.6127547"
"2351","17940","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6591","18","NA","A1","1432 EAST 10TH STREET"," ","11230","1","0","1","4000","6271","2008","1","A1","945000","2016-09-18","150.693669271249","Brooklyn","1432 EAST 10TH STREET, Brooklyn, 11230 - New York","4031","-73.9642409","40.614339"
"2352","17944","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6610","65","NA","A9","1665 EAST 3RD   STREET"," ","11230","1","0","1","2000","1312","1920","1","A9","379901","2016-11-07","289.55868902439","Brooklyn","1665 EAST 3RD   STREET, Brooklyn, 11230 - New York","4032","-73.971037","40.6097781"
"2353","17960","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6659","6","NA","A9","402 QUENTIN ROAD"," ","11223","1","0","1","2000","1638","1925","1","A9","1318000","2016-12-01","804.639804639805","Brooklyn","402 QUENTIN ROAD, Brooklyn, 11223 - New York","4034","-73.970974","40.6068611"
"2354","17961","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6659","10","NA","A9","412 QUENTIN ROAD"," ","11223","1","0","1","2058","1168","1925","1","A9","900000","2016-11-23","770.547945205479","Brooklyn","412 QUENTIN ROAD, Brooklyn, 11223 - New York","4035","-73.970651","40.606642"
"2355","17962","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6659","26","NA","A9","1824 EAST 3RD   STREET"," ","11223","1","0","1","2307","1120","1925","1","A9","900000","2016-09-20","803.571428571429","Brooklyn","1824 EAST 3RD   STREET, Brooklyn, 11223 - New York","4036","-73.9702807","40.6057989"
"2356","17968","3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS                    ","1","6664","15","NA","A5","1718 E 8TH STREET"," ","11223","1","0","1","1917","1408","1920","1","A5","785000","2016-10-20","557.528409090909","Brooklyn","1718 E 8TH STREET, Brooklyn, 11223 - New York","4037","-73.9647347","40.6070342"
"2357","17971","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","5356","71","NA","B2","409 EAST 4TH   STREET"," ","11218","2","0","2","3000","2560","1930","1","B2","1050000","2016-12-16","410.15625","Brooklyn","409 EAST 4TH   STREET, Brooklyn, 11218 - New York","4039","-73.9762048","40.6420491"
"2358","17976","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","5361","31","NA","S2","626 CONEY ISLAND AVENUE","31","11218","2","1","3","1205","4400","1930","1","S2","900000","2016-09-22","204.545454545455","Brooklyn","626 CONEY ISLAND AVENUE, Brooklyn, 11218 - New York","4040","-73.9698666","40.6420763"
"2359","18020","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","5422","17","NA","B2","78 LAWRENCE AVENUE"," ","11230","2","0","2","3339","1892","1901","1","B2","1300000","2016-12-05","687.103594080338","Brooklyn","78 LAWRENCE AVENUE, Brooklyn, 11230 - New York","4041","-73.975891","40.6292974"
"2360","18046","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","6536","1","NA","B2","1002 AVENUE K"," ","11230","2","0","2","2050","2624","1930","1","B2","1175000","2016-09-14","447.789634146341","Brooklyn","1002 AVENUE K, Brooklyn, 11230 - New York","4045","-73.9655766","40.6222795"
"2361","18085","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","6611","7","NA","B2","420 AVENUE O"," ","11230","2","0","2","4000","2586","1925","1","B2","2400000","2016-09-08","928.074245939675","Brooklyn","420 AVENUE O, Brooklyn, 11230 - New York","4050","-73.9697651","40.6116565"
"2362","18086","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","6614","39","NA","B2","1568 EAST 8TH STREET"," ","11230","2","0","2","3073","2640","1925","1","B2","1400000","2016-09-06","530.30303030303","Brooklyn","1568 EAST 8TH STREET, Brooklyn, 11230 - New York","4051","-73.9654139","40.6105653"
"2363","18097","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","6638","56","NA","B1","1653 OCEAN PARKWAY"," ","11223","2","0","2","5600","3450","1930","1","B1","2717000","2016-11-14","787.536231884058","Brooklyn","1653 OCEAN PARKWAY, Brooklyn, 11223 - New York","4053","-73.9668007","40.6081483"
"2364","18103","3","OCEAN PARKWAY-NORTH","02 TWO FAMILY DWELLINGS                    ","1","6662","18","NA","B2","1726 OCEAN PARKWAY"," ","11223","2","0","2","3750","2800","1920","1","B2","1925000","2016-12-29","687.5","Brooklyn","1726 OCEAN PARKWAY, Brooklyn, 11223 - New York","4054","-73.967426","40.6065561"
"2365","18113","3","OCEAN PARKWAY-NORTH","03 THREE FAMILY DWELLINGS                  ","1","5354","72","NA","C0","387 EAST 2ND   STREET"," ","11218","3","0","3","2600","2351","1930","1","C0","1020000","2016-12-14","433.857932794555","Brooklyn","387 EAST 2ND   STREET, Brooklyn, 11218 - New York","4055","-73.977784","40.641901"
"2366","18119","3","OCEAN PARKWAY-NORTH","03 THREE FAMILY DWELLINGS                  ","1","5356","66","NA","C0","423 EAST 4TH STREET"," ","11218","3","0","3","4000","3408","1910","1","C0","1100000","2016-11-22","322.769953051643","Brooklyn","423 EAST 4TH STREET, Brooklyn, 11218 - New York","4057","-73.9761597","40.6418106"
"2367","18127","3","OCEAN PARKWAY-NORTH","03 THREE FAMILY DWELLINGS                  ","1","5391","155","NA","C0","707 DITMAS AVENUE"," ","11218","3","0","3","2400","2867","1910","1","C0","400000","2016-10-14","139.518660620858","Brooklyn","707 DITMAS AVENUE, Brooklyn, 11218 - New York","4059","-73.9710495","40.6363233"
"2368","18133","3","OCEAN PARKWAY-NORTH","03 THREE FAMILY DWELLINGS                  ","1","6530","11","NA","C0","1014 EAST 10TH   STREET"," ","11230","3","0","3","4500","3381","1930","1","C0","1450000","2016-11-17","428.867199053534","Brooklyn","1014 EAST 10TH   STREET, Brooklyn, 11230 - New York","4061","-73.9660861","40.6242299"
"2369","18139","3","OCEAN PARKWAY-NORTH","03 THREE FAMILY DWELLINGS                  ","1","6567","82","NA","C0","1411 EAST 4TH   STREET"," ","11230","3","0","3","2700","4158","1930","1","C0","1315000","2016-10-06","316.257816257816","Brooklyn","1411 EAST 4TH   STREET, Brooklyn, 11230 - New York","4062","-73.9712855","40.6160959"
"2370","18160","3","OCEAN PARKWAY-NORTH","07 RENTALS - WALKUP APARTMENTS             ","2A","5353","60","NA","C2","549 MCDONALD AVENUE","6","11218","6","0","6","2958","4929","1930","2","C2","1515000","2016-09-20","307.364576993305","Brooklyn","549 MCDONALD AVENUE, Brooklyn, 11218 - New York","4064","-73.9790171","40.6408633"
"2371","18163","3","OCEAN PARKWAY-NORTH","07 RENTALS - WALKUP APARTMENTS             ","2A","5377","25","NA","C3","346 EAST 9TH   STREET"," ","11218","4","0","4","2000","2800","1930","2","C3","400000","2016-12-15","142.857142857143","Brooklyn","346 EAST 9TH   STREET, Brooklyn, 11218 - New York","4065","-73.970345","40.640134"
"2372","18164","3","OCEAN PARKWAY-NORTH","07 RENTALS - WALKUP APARTMENTS             ","2","5409","6","NA","C1","762 EAST 3RD   STREET","42","11218","42","0","42","10000","32000","1930","2","C1","8500000","2016-09-16","265.625","Brooklyn","762 EAST 3RD   STREET, Brooklyn, 11218 - New York","4066","-73.9754811","40.633241"
"2373","18392","3","OCEAN PARKWAY-NORTH","30 WAREHOUSES                              ","4","6583","67","NA","E1","1683 MC DONALD AVENUE"," ","11230","0","1","1","2240","2480","1931","4","E1","1850000","2016-11-15","745.967741935484","Brooklyn","1683 MC DONALD AVENUE, Brooklyn, 11230 - New York","4070","-73.973211","40.611993"
"2374","18423","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","6685","134","NA","A9","917 1ST COURT"," ","11223","1","0","1","2070","1364","1925","1","A9","995000","2016-11-02","729.472140762463","Brooklyn","917 1ST COURT, Brooklyn, 11223 - New York","4072","-73.9627064","40.6045648"
"2375","18424","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","6685","134","NA","A9","917 FIRST COURT"," ","11223","1","0","1","2070","1364","1925","1","A9","800000","2016-09-01","586.510263929619","Brooklyn","917 FIRST COURT, Brooklyn, 11223 - New York","4073","-73.9627064","40.6045648"
"2376","18426","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","7104","332","NA","A5","5 SLOAN PLACE"," ","11223","1","0","1","3475","992","1950","1","A5","704000","2016-12-05","709.677419354839","Brooklyn","5 SLOAN PLACE, Brooklyn, 11223 - New York","4074","-73.97278","40.598749"
"2377","18440","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","7107","41","NA","A5","2145 EAST 4TH STREET"," ","11223","1","0","1","1800","1344","1910","1","A5","1250000","2016-12-09","930.059523809524","Brooklyn","2145 EAST 4TH STREET, Brooklyn, 11223 - New York","4078","-73.9678608","40.5979875"
"2378","18443","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","7107","121","NA","A1","464 AVENUE S"," ","11223","1","0","1","4000","2040","1925","1","A1","3716612","2016-12-27","1821.86862745098","Brooklyn","464 AVENUE S, Brooklyn, 11223 - New York","4079","-73.968084","40.602043"
"2379","18444","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","7107","143","NA","A1","2022 EAST 5TH   STREET"," ","11223","1","0","1","4000","2232","1925","1","A1","3600000","2016-10-07","1612.90322580645","Brooklyn","2022 EAST 5TH   STREET, Brooklyn, 11223 - New York","4080","-73.9675208","40.6011538"
"2380","18471","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","7181","25","NA","A5","2346 OCEAN PARKWAY"," ","11223","1","0","1","2278","2011","1935","1","A5","1050000","2016-10-11","522.128294380905","Brooklyn","2346 OCEAN PARKWAY, Brooklyn, 11223 - New York","4081","-73.9651794","40.5921204"
"2381","18479","3","OCEAN PARKWAY-SOUTH","01 ONE FAMILY DWELLINGS                    ","1","7201","57","NA","A5","66 PARKWAY CT"," ","11235","1","0","1","2400","1292","1935","1","A5","615000","2016-11-21","476.006191950464","Brooklyn","66 PARKWAY CT, Brooklyn, 11235 - New York","4082","-73.9643059","40.58954"
"2382","18513","3","OCEAN PARKWAY-SOUTH","02 TWO FAMILY DWELLINGS                    ","1","7131","20","NA","B2","2202 EAST 5TH   STREET"," ","11223","2","0","2","2500","3960","1920","1","B2","775000","2016-11-23","195.707070707071","Brooklyn","2202 EAST 5TH   STREET, Brooklyn, 11223 - New York","4084","-73.9666549","40.5966375"
"2383","18526","3","OCEAN PARKWAY-SOUTH","02 TWO FAMILY DWELLINGS                    ","1","7151","17","NA","B2","2276 W 1 STREET"," ","11223","2","0","2","2067","2944","1920","1","B2","950000","2016-09-13","322.690217391304","Brooklyn","2276 W 1 STREET, Brooklyn, 11223 - New York","4086","-73.9719269","40.593078"
"2384","18527","3","OCEAN PARKWAY-SOUTH","02 TWO FAMILY DWELLINGS                    ","1","7151","74","NA","B2","2248 WEST STREET"," ","11223","2","0","2","2000","3120","1920","1","B2","895000","2016-09-28","286.858974358974","Brooklyn","2248 WEST STREET, Brooklyn, 11223 - New York","4087","-73.9708671","40.5938922"
"2385","18536","3","OCEAN PARKWAY-SOUTH","02 TWO FAMILY DWELLINGS                    ","1","7154","34","NA","B1","2308 EAST 3RD   STREET"," ","11223","2","0","2","2000","1696","1920","1","B1","925000","2016-12-14","545.400943396226","Brooklyn","2308 EAST 3RD   STREET, Brooklyn, 11223 - New York","4088","-73.967997","40.5937639"
"2386","18549","3","OCEAN PARKWAY-SOUTH","02 TWO FAMILY DWELLINGS                    ","1","7174","84","NA","B1","40 SOUTHGATE COURT"," ","11223","2","0","2","1600","2496","1925","1","B1","727845","2016-12-30","291.604567307692","Brooklyn","40 SOUTHGATE COURT, Brooklyn, 11223 - New York","4090","-73.9716121","40.5911279"
